Code géographique 1991;Statut municipal;Nom de la municipalité;Population estimée;Latitude;Longitude 
89045;P;Senneterre;1206;48° 21' 01" N;77° 16' 42" O
89050;M;Belcourt;223;48° 24' 02" N;77° 21' 17" O
89802;EI;Kitcisakik;271;47° 32' 24" N;77° 27' 31" O
89804;R;Lac-Simon;1369;48° 03' 29" N;77° 21' 12" O
89902;NO;Matchi-Manitou;0;47° 55' 09" N;76° 45' 15" O
89908;NO;Lac-Metei;0;47° 49' 03" N;76° 49' 47" O
89910;NO;Réservoir-Dozois;0;47° 29' 31" N;77° 11' 19" O
89912;NO;Lac-Granet;0;47° 47' 07" N;77° 28' 03" O
90012;V;La Tuque;11257;47° 26' 27" N;72° 46' 53" O
90017;M;La Bostonnais;602;47° 31' 17" N;72° 40' 58" O
90027;M;Lac-Édouard;221;47° 39' 35" N;72° 16' 18" O
90801;R;Coucoucache;0;47° 45' 08" N;73° 13' 53" O
90802;R;Wemotaci;1243;47° 54' 10" N;73° 47' 08" O
90804;R;Obedjiwan;2079;48° 39' 29" N;74° 56' 16" O
91005;M;Lac-Bouchette;1204;48° 15' 28" N;72° 11' 06" O
91010;VL;Saint-André-du-Lac-Saint-Jean;478;48° 18' 55" N;71° 59' 17" O
91015;M;Saint-François-de-Sales;615;48° 19' 42" N;72° 07' 57" O
91020;M;Chambord;1780;48° 25' 47" N;72° 03' 46" O
91025;V;Roberval;9856;48° 31' 06" N;72° 13' 20" O
91030;M;Sainte-Hedwidge;925;48° 28' 55" N;72° 21' 43" O
91035;M;Saint-Prime;2839;48° 35' 35" N;72° 20' 11" O
91042;V;Saint-Félicien;10332;48° 39' 10" N;72° 26' 48" O
91050;P;La Doré;1381;48° 42' 50" N;72° 38' 58" O
91802;R;Mashteuiatsh;2090;48° 34' 38" N;72° 13' 46" O
91902;NO;Lac-Ashuapmushuan;43;48° 56' 51" N;73° 25' 34" O
92005;P;Saint-Augustin;339;48° 48' 18" N;71° 56' 34" O
92010;M;Péribonka;542;48° 45' 57" N;72° 02' 59" O
92015;VL;Sainte-Jeanne-d'Arc;1121;48° 51' 28" N;72° 05' 35" O
92022;V;Dolbeau-Mistassini;13702;48° 52' 35" N;72° 13' 33" O
92030;M;Albanel;2179;48° 52' 59" N;72° 26' 30" O
92040;V;Normandin;3043;48° 50' 09" N;72° 31' 46" O
92045;M;Saint-Thomas-Didyme;763;48° 54' 30" N;72° 39' 55" O
92050;M;Saint-Edmond-les-Plaines;357;48° 54' 19" N;72° 33' 04" O
92055;M;Girardville;1064;49° 00' 10" N;72° 32' 49" O
92060;M;Notre-Dame-de-Lorette;157;49° 04' 41" N;72° 21' 29" O
92065;M;Saint-Eugène-d'Argentenay;482;48° 58' 40" N;72° 17' 10" O
92070;M;Saint-Stanislas;383;49° 00' 19" N;72° 10' 37" O
92902;NO;Passes-Dangereuses;48;50° 21' 18" N;71° 35' 29" O
92903;NO;Sainte-Élisabeth-de-Proulx;155;48° 58' 03" N;72° 04' 12" O
92904;NO;Rivière-Mistassini;28;49° 59' 04" N;72° 50' 27" O
93005;V;Desbiens;1032;48° 25' 06" N;71° 57' 01" O
93012;V;Métabetchouan--Lac-à-la-Croix;4242;48° 25' 41" N;71° 52' 18" O
93020;M;Hébertville;2533;48° 23' 41" N;71° 40' 40" O
93025;VL;Hébertville-Station;1280;48° 26' 38" N;71° 39' 49" O
93030;M;Saint-Bruno;2926;48° 28' 14" N;71° 39' 10" O
93035;M;Saint-Gédéon;2332;48° 29' 43" N;71° 46' 31" O
93042;V;Alma;30840;48° 32' 59" N;71° 39' 12" O
93045;M;Saint-Nazaire;2136;48° 35' 17" N;71° 33' 00" O
93055;M;Labrecque;1373;48° 40' 30" N;71° 31' 29" O
93060;M;Lamarche;514;48° 47' 27" N;71° 25' 35" O
93065;P;L'Ascension-de-Notre-Seigneur;2240;48° 41' 31" N;71° 40' 13" O
93070;M;Saint-Henri-de-Taillon;814;48° 39' 51" N;71° 49' 24" O
93075;M;Sainte-Monique;866;48° 44' 33" N;71° 51' 01" O
93080;M;Saint-Ludger-de-Milot;644;48° 53' 49" N;71° 49' 17" O
93902;NO;Mont-Apica;0;47° 58' 22" N;71° 24' 32" O
93904;NO;Lac-Moncouche;0;47° 58' 26" N;71° 45' 53" O
93906;NO;Lac-Achouakan;0;48° 04' 23" N;71° 35' 02" O
93908;NO;Belle-Rivière;10;48° 08' 31" N;71° 49' 43" O
94068;V;Saguenay;152341;48° 25' 40" N;71° 03' 46" O
94205;M;Petit-Saguenay;602;48° 12' 58" N;70° 04' 39" O
94210;M;L'Anse-Saint-Jean;1324;48° 14' 02" N;70° 12' 23" O
94215;M;Rivière-Éternité;436;48° 15' 19" N;70° 24' 50" O
94220;M;Ferland-et-Boilleau;725;48° 10' 54" N;70° 50' 44" O
94225;M;Saint-Félix-d'Otis;1216;48° 16' 21" N;70° 37' 28" O
94230;P;Sainte-Rose-du-Nord;480;48° 23' 18" N;70° 35' 06" O
94235;M;Saint-Fulgence;2207;48° 26' 60" N;70° 54' 09" O
94240;V;Saint-Honoré;6889;48° 32' 05" N;71° 05' 11" O
94245;M;Saint-David-de-Falardeau;3093;48° 37' 14" N;71° 06' 40" O
94250;M;Bégin;896;48° 40' 33" N;71° 21' 36" O
94255;M;Saint-Ambroise;4252;48° 33' 14" N;71° 19' 18" O
94260;M;Saint-Charles-de-Bourget;822;48° 31' 03" N;71° 23' 52" O
94265;M;Larouche;1711;48° 26' 53" N;71° 31' 56" O
94926;NO;Lalemant;0;48° 03' 15" N;70° 38' 09" O
94928;NO;Lac-Ministuk;66;48° 09' 47" N;71° 15' 03" O
94930;NO;Mont-Valin;20;50° 29' 15" N;70° 41' 33" O
95005;VL;Tadoussac;767;48° 08' 36" N;69° 43' 08" O
95010;M;Sacré-Coeur;1697;48° 13' 59" N;69° 48' 04" O
95018;M;Les Bergeronnes;620;48° 14' 34" N;69° 32' 44" O
95025;M;Les Escoumins;1761;48° 21' 05" N;69° 24' 27" O
95032;M;Longue-Rive;901;48° 33' 59" N;69° 14' 03" O
95040;M;Portneuf-sur-Mer;595;48° 37' 05" N;69° 06' 06" O
95045;V;Forestville;2816;48° 44' 18" N;69° 04' 37" O
95050;M;Colombier;614;48° 52' 20" N;68° 50' 50" O
95802;R;Essipit;305;48° 20' 36" N;69° 23' 55" O
95902;NO;Lac-au-Brochet;0;49° 08' 53" N;69° 29' 04" O
96005;VL;Baie-Trinité;409;49° 24' 56" N;67° 18' 36" O
96010;VL;Godbout;278;49° 19' 28" N;67° 35' 32" O
96015;M;Franquelin;287;49° 17' 36" N;67° 53' 36" O
96020;V;Baie-Comeau;20714;49° 13' 15" N;68° 08' 57" O
96025;VL;Pointe-Lebel;1801;49° 09' 36" N;68° 14' 54" O
96030;VL;Pointe-aux-Outardes;1443;49° 04' 47" N;68° 24' 05" O
96035;VL;Chute-aux-Outardes;1404;49° 07' 24" N;68° 23' 26" O
96040;P;Ragueneau;1291;49° 04' 26" N;68° 27' 56" O
96802;R;Pessamit;2485;48° 56' 18" N;68° 38' 17" O
96902;NO;Rivière-aux-Outardes;86;50° 21' 59" N;68° 45' 57" O
97007;V;Sept-Îles;24554;50° 12' 35" N;66° 23' 07" O
97022;V;Port-Cartier;6511;50° 01' 08" N;66° 52' 32" O
97035;V;Fermont;2163;52° 47' 51" N;67° 05' 25" O
97040;V;Schefferville;260;54° 48' 02" N;66° 49' 16" O
97802;R;Uashat;1645;50° 13' 16" N;66° 24' 11" O
97804;R;Maliotenam;1704;50° 12' 50" N;66° 11' 55" O
97806;TK;Kawawachikamach;651;54° 51' 45" N;66° 45' 37" O
97808;R;Matimekosh;697;54° 48' 19" N;66° 48' 45" O
97810;R;Lac-John;22;54° 48' 46" N;66° 47' 05" O
97902;NO;Rivière-Nipissis;0;51° 22' 22" N;65° 58' 16" O
97904;NO;Lac-Walker;120;50° 47' 22" N;67° 02' 05" O
97906;NO;Rivière-Mouchalagane;15;52° 16' 37" N;68° 12' 59" O
97908;NO;Caniapiscau;0;53° 56' 55" N;68° 34' 04" O
97912;NO;Lac-Juillet;0;54° 51' 51" N;64° 14' 34" O
97914;NO;Lac-Vacher;0;54° 52' 45" N;66° 53' 27" O
98005;M;Blanc-Sablon;1081;51° 25' 03" N;57° 11' 07" O
98010;M;Bonne-Espérance;677;51° 28' 32" N;57° 42' 24" O
98012;M;Saint-Augustin;427;51° 13' 55" N;58° 38' 26" O
98014;M;Gros-Mécatina;343;50° 48' 27" N;58° 59' 23" O
98015;M;Côte-Nord-du-Golfe-du-Saint-Laurent;767;50° 28' 07" N;59° 36' 58" O
98020;M;L'Île-d'Anticosti;196;49° 49' 08" N;64° 20' 53" O
98025;M;Natashquan;266;50° 11' 10" N;61° 49' 20" O
98030;M;Aguanish;222;50° 13' 40" N;62° 02' 18" O
98035;M;Baie-Johan-Beetz;78;50° 18' 08" N;62° 45' 53" O
98040;M;Havre-Saint-Pierre;3373;50° 14' 42" N;63° 35' 49" O
98045;M;Longue-Pointe-de-Mingan;415;50° 16' 10" N;64° 08' 34" O
98050;M;Rivière-Saint-Jean;223;50° 17' 23" N;64° 20' 18" O
98055;M;Rivière-au-Tonnerre;293;50° 16' 34" N;64° 46' 31" O
98802;EI;Pakuashipi;262;51° 13' 33" N;58° 40' 14" O
98804;R;La Romaine;1103;50° 12' 57" N;60° 40' 08" O
98806;R;Nutashkuan;935;50° 08' 02" N;61° 48' 14" O
98808;R;Mingan;569;50° 17' 29" N;64° 01' 46" O
98904;NO;Lac-Jérôme;0;51° 30' 35" N;63° 31' 17" O
98912;NO;Petit-Mécatina;0;51° 33' 18" N;59° 41' 58" O
99005;V;Lebel-sur-Quévillon;2183;49° 03' 09" N;76° 58' 34" O
99010;VC;Waswanipi;0;49° 43' 28" N;75° 58' 27" O
99015;V;Matagami;1395;49° 45' 30" N;77° 37' 18" O
99020;V;Chapais;1398;49° 46' 54" N;74° 51' 13" O
99025;V;Chibougamau;7325;49° 54' 48" N;74° 22' 07" O
99030;VC;Mistissini;10;50° 19' 32" N;74° 01' 06" O
99035;VC;Waskaganish;0;51° 11' 51" N;78° 46' 36" O
99040;VC;Nemaska;0;51° 42' 57" N;76° 20' 27" O
99045;VC;Eastmain;0;52° 08' 35" N;78° 05' 02" O
99050;VC;Wemindji;0;52° 58' 09" N;78° 37' 24" O
99055;VC;Chisasibi;0;53° 36' 31" N;78° 21' 23" O
99060;GR;Eeyou Istchee Baie-James;1212;52° 13' 35" N;75° 00' 51" O
99065;VK;Kawawachikamach;0;55° 11' 27" N;66° 52' 20" O
99070;VC;Whapmagoostui;0;55° 14' 43" N;77° 44' 32" O
99075;VN;Kuujjuarapik;729;55° 16' 24" N;77° 45' 37" O
99080;VN;Umiujaq;579;56° 32' 10" N;76° 31' 06" O
99085;VN;Inukjuak;1921;58° 28' 18" N;78° 04' 39" O
99090;VN;Kangiqsualujjuaq;1034;58° 42' 41" N;65° 59' 34" O
99095;VN;Kuujjuaq;2719;58° 06' 27" N;68° 24' 13" O
99100;VN;Tasiujaq;440;58° 40' 46" N;69° 52' 48" O
99105;VN;Aupaluk;230;59° 18' 13" N;69° 35' 59" O
99110;VN;Kangirsuk;597;60° 01' 09" N;70° 01' 40" O
99115;VN;Quaqtaq;473;61° 02' 45" N;69° 37' 06" O
99120;VN;Puvirnituq;2215;60° 03' 02" N;77° 17' 14" O
99125;VN;Akulivik;631;60° 49' 07" N;78° 08' 55" O
99130;VN;Kangiqsujuaq;860;61° 35' 55" N;71° 57' 14" O
99135;VN;Salluit;1629;62° 12' 07" N;75° 38' 28" O
99140;VN;Ivujivik;433;62° 25' 03" N;77° 55' 32" O
99802;TC;Waswanipi;1843;49° 42' 08" N;75° 57' 26" O
99804;TC;Mistissini;3963;50° 24' 54" N;73° 51' 52" O
99806;TC;Waskaganish;2669;51° 29' 15" N;78° 45' 00" O
99808;TC;Nemaska;857;51° 41' 30" N;76° 15' 02" O
99810;TC;Eastmain;942;52° 13' 33" N;78° 31' 21" O
99812;TC;Wemindji;1601;53° 00' 15" N;78° 48' 28" O
99814;TC;Chisasibi;5297;53° 39' 19" N;78° 47' 52" O
99816;TC;Whapmagoostui;1045;55° 12' 02" N;77° 20' 45" O
99818;TC;Oujé-Bougoumou;848;49° 55' 26" N;74° 49' 15" O
99820;VC;Oujé-Bougoumou;0;49° 58' 32" N;74° 45' 55" O
99877;TI;Kuujjuarapik;0;56° 16' 60" N;76° 30' 48" O
99878;TI;Umiujaq;0;56° 27' 48" N;76° 29' 08" O
99879;TI;Inukjuak;0;58° 35' 22" N;78° 16' 33" O
99883;TI;Akulivik;0;60° 53' 24" N;77° 46' 05" O
99885;TI;Ivujivik;0;62° 24' 26" N;77° 40' 21" O
99887;TI;Salluit;0;62° 07' 52" N;75° 38' 18" O
99888;TI;Kangiqsujuaq;0;61° 33' 08" N;72° 05' 53" O
99889;TI;Quaqtaq;0;60° 53' 10" N;69° 34' 23" O
99890;TI;Kangirsuk;0;60° 04' 41" N;70° 11' 31" O
99891;TI;Aupaluk;0;59° 10' 53" N;69° 59' 29" O
99892;TI;Tasiujaq;0;58° 40' 04" N;69° 57' 23" O
99893;TI;Kuujjuaq;0;58° 19' 50" N;68° 19' 05" O
99894;TI;Kangiqsualujjuaq;0;58° 43' 19" N;65° 50' 12" O
99902;NO;Rivière-Koksoak;0;58° 19' 02" N;69° 23' 31" O
99904;NO;Baie-d'Hudson;5;58° 43' 22" N;76° 02' 30" O
99908;NO;Toponyme à venir;0;50° 08' 46" N;75° 07' 34" O
99910;NO;Toponyme à venir;0;50° 10' 29" N;76° 17' 25" O
99914;NO;Toponyme à venir;0;51° 41' 04" N;73° 17' 06" O
99916;NO;Toponyme à venir;0;51° 07' 46" N;78° 19' 52" O
99918;NO;Toponyme à venir;0;51° 49' 41" N;75° 44' 20" O
99920;NO;Toponyme à venir;0;52° 11' 49" N;77° 31' 24" O
99922;NO;Toponyme à venir;0;52° 55' 32" N;78° 05' 14" O
99924;NO;Toponyme à venir;0;54° 17' 35" N;78° 06' 60" O
